Longitude,Latitude,RSRP(dBm),SINR(dB),Throughput Downlink(Kbps),Throughput Uplink(Kbps)
107.10259236,-6.38617929,-75.73,21.0,75217.94,6329.59
107.1025865,-6.38617306,-77.93,18.75,59977.23,26765.27
107.10257736,-6.38616859,-78.09,19.75,4532.51,26366.03
107.10257231,-6.38616997,-79.37,19.25,11715.87,26525.37
107.1025713,-6.38617059,-77.32,18.0,16427.3,27780.92
107.10257138,-6.38617357,-80.09,19.67,20063.71,23779.96
107.1025714,-6.38617416,-77.74,19.0,17558.82,26181.26
107.1025714,-6.38617416,-79.12,18.5,24718.37,25826.05
107.10256867,-6.38617074,-79.33,16.25,21202.11,21750.42
107.1025644,-6.3861671,-80.51,15.75,48322.24,22390.18
107.10255652,-6.38616318,-81.76,17.0,28640.8,28389.99
107.10254054,-6.38615389,-78.16,19.5,19380.12,23592.81
107.10251723,-6.38614194,-74.26,22.33,34486.33,9497.18
107.10249481,-6.38613122,-76.54,21.25,29487.6,21295.92
107.10247469,-6.38612253,-78.05,20.75,20904.74,12086.01
107.10246009,-6.38611658,-79.26,21.0,50541.82,18434.56
107.10245595,-6.38611491,-81.59,18.0,15349.041032448376,10951.381842019011
107.1024503,-6.38611457,-82.59,20.67,15349.041032448376,10951.381842019011
107.1024503,-6.38611457,-80.62,21.5,15349.041032448376,10951.381842019011
107.1024503,-6.38611457,-85.61,19.0,15349.041032448376,10951.381842019011
107.1024503,-6.38611457,-84.77,18.5,217.5,22798.54
107.1024503,-6.38611457,-80.84,18.5,40076.17,47647.78
107.1024503,-6.38611457,-83.97,18.25,86746.24,47651.2
107.1024503,-6.38611457,-82.95,13.5,63925.29,49296.03
107.1024503,-6.38611457,-88.38,14.67,92660.52,45787.17
107.1024503,-6.38611457,-81.5,16.25,84548.34,52155.53
107.1024503,-6.38611457,-83.98,17.75,101376.03,46447.31
107.1024503,-6.38611457,-79.13,17.75,102497.7,55042.88
107.1024503,-6.38611457,-78.72,18.5,30873.64,47468.16
107.1024503,-6.38611457,-76.48,19.5,36746.72,49788.55
107.1024503,-6.38611457,-76.9,19.25,46919.2,43097.51
107.1024503,-6.38611457,-81.14,21.0,15349.041032448376,10951.381842019011
107.1024503,-6.38611457,-84.81,22.0,15349.041032448376,10951.381842019011
107.1024503,-6.38611457,-82.96,20.5,15349.041032448376,10951.381842019011
107.1024503,-6.38611457,-82.17,22.0,15349.041032448376,10951.381842019011
107.1024503,-6.38611457,-79.62,21.25,54674.59,9705.4
107.1024503,-6.38611457,-81.13,21.0,106965.44,51648.0
107.10244514,-6.3861054,-81.06,22.5,47045.76,18910.08
107.10243827,-6.386095,-83.05,21.75,60421.75,30451.15
107.10242426,-6.38608369,-85.33,19.67,70862.05,26698.24
107.10240538,-6.38606951,-85.97,19.5,58982.49,32594.51
107.10238719,-6.38605824,-87.29,19.0,50116.67,24523.78
107.10236348,-6.38604757,-86.28,19.5,56076.41,46631.3
107.10233386,-6.38603272,-86.73,18.75,23554.79,46058.15
107.10230877,-6.3860184,-88.78,19.0,34303.74,47153.39
107.10228593,-6.38600676,-90.15,19.75,32216.45,47217.14
107.1022608,-6.38599443,-90.35,18.33,29103.74,44692.8
107.10223924,-6.38599263,-90.52,16.0,26474.3,42728.0
107.10221943,-6.38598727,-92.39,14.5,25645.76,40975.14
107.10220014,-6.38597989,-94.36,13.0,59543.25,21969.49
107.10217546,-6.38598003,-93.5,14.75,56759.59,9201.35
107.10215715,-6.38597942,-88.92,18.5,57125.78,11769.32
107.10213948,-6.38597904,-82.84,19.33,40484.64,6490.97
107.10211944,-6.38597798,-82.64,22.25,69211.75,17661.57
107.10209943,-6.38597747,-86.67,18.75,47593.19,15038.49
107.10207992,-6.38597543,-84.25,19.75,62468.14,19848.85
107.10206047,-6.38596442,-83.11,19.25,110029.63,31008.55
107.10203779,-6.38595534,-84.35,17.5,91783.75,35278.48
107.10201589,-6.38595026,-83.62,15.0,70271.55,47448.09
107.10199845,-6.38594145,-86.22,14.67,41131.57,88529.59
107.10197195,-6.38592766,-82.8,17.5,23244.34,58981.52
107.10194457,-6.38591645,-78.99,21.5,77878.42,29778.58
107.10191375,-6.38590334,-76.88,19.5,69405.05,18146.79
107.10188527,-6.38589381,-78.12,18.75,83277.21,19425.21
107.10186302,-6.38588894,-83.74,15.0,81281.48,19220.2
107.1018444,-6.38588177,-84.97,16.5,43410.2,16526.63
107.10182366,-6.38587369,-88.93,16.33,63702.21,22834.39
107.10180577,-6.38587475,-92.54,11.75,51823.41,25420.54
107.10178752,-6.38587047,-93.42,11.75,55597.36,9989.83
107.10176504,-6.38585244,-95.53,12.5,43552.86,15020.6
107.10174107,-6.38583609,-94.06,12.0,24119.92,20028.73
107.10171716,-6.38582519,-91.58,15.75,34135.7,29673.71
107.10169481,-6.38581461,-90.14,12.75,45703.94,26427.9
107.10167115,-6.38580476,-89.86,14.0,31579.49,11967.23
107.10165033,-6.38579401,-91.59,13.33,50298.38,35251.5
107.1016334,-6.3857867,-92.82,11.75,52889.74,44456.53
107.10162314,-6.38577927,-93.91,10.75,42810.43,13353.92
107.10161292,-6.38577136,-92.47,12.75,44136.47,13787.25
107.1016044,-6.38576642,-92.55,9.0,55276.48,29176.45
107.10159312,-6.38576626,-91.41,11.75,47555.94,12149.75
107.10158633,-6.38576856,-90.93,14.33,36551.77,22007.69
107.1015791,-6.38577404,-92.09,12.75,42544.62,22708.87
107.10156222,-6.38578024,-93.45,15.5,59530.77,49165.72
107.10155332,-6.38578979,-93.57,13.25,59358.88,25834.72
107.10154424,-6.38580468,-95.02,11.5,67704.52,33738.74
107.10153361,-6.38582614,-96.45,7.75,55681.21,30955.96
107.10152214,-6.38585,-93.32,15.0,45070.84,25415.31
107.10151155,-6.38587093,-90.99,15.5,73721.46,43689.43
107.1015025,-6.3858897,-91.43,17.33,77378.5,38435.94
107.10149662,-6.38590706,-91.95,17.75,70136.83,46756.65
107.10149306,-6.38592142,-89.93,14.5,81836.81,43980.3
107.10148938,-6.38593314,-89.4,10.25,44010.43,27666.72
107.10148415,-6.38594626,-89.49,10.75,44490.03,33835.1
107.10147768,-6.38595544,-90.93,8.0,33390.07,26143.3
107.10146858,-6.38596767,-91.53,6.33,46389.08,52547.95
107.1014591,-6.38598101,-92.71,8.25,48611.26,42532.41
107.10145135,-6.38599429,-94.46,8.0,38882.0,30155.9
107.10144479,-6.3860114,-95.08,4.5,41400.84,21460.27
107.10143225,-6.38602512,-96.43,4.75,32543.42,34838.51
107.10141632,-6.38602966,-97.51,4.0,23177.51,25220.69
107.10140253,-6.38603349,-97.69,5.75,33629.0,26018.36
107.101388,-6.38603558,-97.17,8.0,26050.67,11664.48
107.10137211,-6.38603121,-98.08,7.0,26080.61,30028.31
107.10135568,-6.38602343,-99.12,8.75,38903.17,30912.42
107.10134311,-6.38601638,-95.29,8.75,37607.11,21253.89
107.10133584,-6.3860116,-96.8,10.25,28888.85,20461.64
107.1013366,-6.38600837,-96.36,12.25,25303.38,25997.45
107.10134265,-6.38600574,-99.44,8.5,29182.24,27489.73
107.10134844,-6.38600581,-97.29,6.67,43853.84,39164.26
107.10134862,-6.38600562,-95.73,7.0,33482.96,15858.79
107.10134838,-6.38600553,-98.15,7.25,19704.01,19467.78
107.10134838,-6.38600553,-95.64,10.0,28725.26,21976.39
107.10134134,-6.38600318,-94.0,9.75,32593.06,35365.64
107.10132737,-6.38599993,-92.71,9.75,44350.14,39004.82
107.10130863,-6.3859948,-91.36,10.5,37216.41,28485.88
107.10127477,-6.38598827,-90.59,12.67,30278.05,28890.75
107.10124379,-6.38598278,-92.92,12.25,47370.86,45901.28
107.10121764,-6.38597532,-93.89,7.75,41790.09,33554.91
107.10118842,-6.38596941,-96.5,9.0,13873.78,15166.19
107.10116501,-6.38596536,-96.8,6.25,25427.72,32524.8
107.10114715,-6.38596103,-97.37,8.5,20890.84,31637.24
107.10113309,-6.38595338,-99.53,7.0,38621.83,34761.8
107.10111681,-6.38594108,-99.42,6.33,20858.08,15053.49
107.1010991,-6.38593367,-98.73,6.5,34513.18,35130.39
107.10108702,-6.38592259,-98.33,5.5,41660.35,28308.16
107.10107388,-6.38591376,-96.1,4.5,40308.2,16406.78
107.10106258,-6.385908,-93.59,9.5,13614.19,7193.2
107.10104805,-6.38590157,-94.49,7.0,31360.1,32494.04
107.10103457,-6.38589568,-94.78,9.75,14647.65,27014.18
107.10101987,-6.38589006,-96.62,3.33,20761.42,16970.54
107.10100448,-6.38588518,-93.99,8.25,20677.77,23901.11
107.10098928,-6.3858801,-93.24,6.75,16769.02,34673.36
107.1009724,-6.38587651,-93.32,8.0,28333.29,33520.1
107.1009515,-6.38588277,-92.47,11.25,25420.1,27664.02
107.10093138,-6.38588746,-92.84,8.5,40706.96,53870.04
107.10090397,-6.38589269,-91.0,7.75,46344.65,34155.95
107.1008817,-6.38589622,-93.84,4.67,31273.81,28410.66
107.10086462,-6.38589834,-94.96,4.5,18570.68,18315.32
107.10085004,-6.38590011,-95.44,3.25,19626.79,24591.07
107.10083491,-6.38590968,-97.18,6.0,21311.81,27033.98
107.10081922,-6.3859182,-96.75,6.25,20424.7,22831.55
107.10080316,-6.38592119,-98.65,5.75,24939.37,27660.46
107.10079229,-6.38592165,-100.97,-1.67,39721.34,34908.57
107.10078029,-6.38592036,-100.83,3.0,20418.75,13763.9
107.10076357,-6.38591688,-102.68,1.5,31551.78,26103.2
107.10074791,-6.38591798,-101.85,3.25,22203.58,17901.76
107.10073602,-6.38591635,-102.14,5.0,26071.52,28411.44
107.10072511,-6.38591192,-102.12,3.75,35062.85,29203.58
107.10071547,-6.38591032,-99.52,3.0,29828.63,18925.33
107.10071013,-6.38590502,-99.06,8.0,38985.85,26779.24
107.10070606,-6.38590267,-98.17,3.75,51854.54,27838.53
107.10069961,-6.38591253,-101.4,1.5,33803.3,23603.2
107.1006895,-6.38593141,-103.18,-0.25,32266.8,28565.93
107.10068176,-6.38595588,-101.66,0.75,15040.32,8456.92
107.10067269,-6.3859857,-98.0,-2.0,24643.22,25464.79
107.10066951,-6.38601861,-98.27,0.5,15311.04,11666.29
107.10066702,-6.38605019,-96.67,0.33,19131.06,21223.82
107.10066257,-6.38608645,-97.98,-2.75,14130.74,9898.04
107.10065265,-6.38612225,-98.83,1.5,15921.65,23523.4
107.10063683,-6.38615161,-100.8,0.5,19396.4,25062.41
107.10062197,-6.38618175,-102.81,-0.75,16199.04,12377.28
107.1006013,-6.38621313,-99.55,0.25,18005.83,26127.95
107.10058169,-6.38624391,-98.89,1.0,27232.29,23843.51
107.10056681,-6.38627294,-99.74,4.0,32002.31,13187.5
107.10054802,-6.38630232,-102.8,2.5,35461.22,26173.28
107.10053274,-6.38632792,-104.38,0.75,27808.51,17990.79
107.1005197,-6.38635469,-102.55,2.25,22055.61,16774.13
107.10050684,-6.38638133,-101.76,3.0,24099.93,16594.11
107.10049272,-6.38640586,-102.68,1.0,26646.82,20362.03
107.10047837,-6.38642702,-101.82,-1.25,25192.72,14012.29
107.10046327,-6.38644474,-102.34,0.33,25394.64,15134.79
107.1004415,-6.3864551,-103.36,-1.0,26524.28,23229.17
107.10042008,-6.38645923,-101.69,0.0,24216.54,16928.61
107.10040381,-6.38646163,-97.82,-0.75,25639.01,23122.79
107.10037889,-6.38646561,-95.16,3.75,22772.11,21267.37
107.10035295,-6.38646717,-92.95,6.0,25732.43,23898.83
107.10032747,-6.38646615,-97.8,2.0,29731.04,33954.69
107.10029619,-6.38646085,-97.63,3.67,25715.39,28199.04
107.10026106,-6.38645663,-98.67,3.75,18594.79,16399.12
107.100229,-6.38645366,-98.89,3.25,23595.18,22405.77
107.10019609,-6.38644781,-100.25,-1.0,26146.34,20111.49
107.10016593,-6.38643514,-102.93,-2.75,24858.44,24881.06
107.10013833,-6.38642686,-105.21,-3.75,21404.55,16021.91
107.10010788,-6.38642509,-107.59,-2.75,21866.88,22806.78
107.10008331,-6.38641933,-102.77,-9.0,24200.7,19150.77
107.10005393,-6.38640587,-100.34,-7.25,5821.11,2439.0
107.10002793,-6.38639795,-101.47,-7.25,7122.36,8429.48
107.10000219,-6.38638921,-102.49,-5.5,7087.79,9142.63
107.09998315,-6.38637541,-103.46,-5.0,12129.47,13263.55
107.09996805,-6.38636887,-103.35,-3.5,8712.77,8234.98
107.09994396,-6.38636454,-104.02,-3.25,10376.86,9141.76
107.09992334,-6.38636305,-102.2,-5.67,10723.78,5162.16
107.09990275,-6.38636283,-104.98,-4.0,13565.96,6976.66
107.09988758,-6.3863605,-104.32,-3.5,16247.57,6114.49
107.09987488,-6.38635673,-103.12,-5.0,17158.54,3934.36
107.09987289,-6.38635606,-106.31,-5.75,13027.87,6342.81
107.09986648,-6.38635333,-102.79,-2.5,13167.0,7773.29
107.0998641,-6.38635232,-102.62,-3.0,13033.91,2581.39
107.0998641,-6.38635232,-104.36,-3.0,13742.5,7165.35
107.0998641,-6.38635232,-104.58,-2.5,14132.69,3901.8
107.0998641,-6.38635232,-103.31,-2.0,14108.66,4121.41
107.0998641,-6.38635232,-97.61,-2.25,16311.62,7062.47
107.0998641,-6.38635232,-97.1,-3.0,15648.58,4472.02
107.0998641,-6.38635232,-96.2,-3.5,15638.71,4837.48
107.0998641,-6.38635232,-96.28,-3.0,12682.58,3073.09
107.0998641,-6.38635232,-99.05,-4.0,13888.13,4130.18
107.0998641,-6.38635232,-99.32,-5.5,11278.59,2009.1
107.0998641,-6.38635232,-101.15,-3.75,10375.87,2625.22
107.0998641,-6.38635232,-99.03,-4.5,13762.56,2927.04
107.0998641,-6.38635232,-98.45,-6.75,4338.46,948.27
107.0998641,-6.38635232,-99.27,-4.0,9611.42,815.81
107.0998641,-6.38635232,-96.38,-3.0,6472.6,1480.6
107.0998641,-6.38635232,-96.96,-4.33,14721.64,1938.5
107.09985914,-6.38634916,-97.06,-3.5,13177.72,1759.97
107.09986289,-6.38635154,-97.38,-3.5,1027.98,95.55
107.0998641,-6.38635232,-97.24,-2.25,4005.02,1998.06
107.0998641,-6.38635232,-96.74,-3.5,15626.19,4304.02
107.0998641,-6.38635232,-96.88,-2.0,1477.93,69.53
107.0998641,-6.38635232,-97.06,0.0,5125.44,5875.5
107.0998641,-6.38635232,-97.76,-0.33,15776.42,6516.65
107.0998641,-6.38635232,-99.02,-1.5,18088.74,7252.54
107.0998641,-6.38635232,-98.16,-0.5,14872.14,9807.87
107.0998641,-6.38635232,-98.43,0.0,11916.26,9017.61
107.0998641,-6.38635232,-98.84,-2.5,6796.97,9014.45
107.09985943,-6.38635426,-98.05,-2.0,10519.14,5528.45
107.09985191,-6.386355,-95.2,1.25,10221.35,5751.38
107.09983877,-6.38635728,-95.92,-0.67,11539.98,4788.47
107.09982074,-6.3863569,-92.74,0.5,7676.06,4552.74
107.09980548,-6.38635636,-92.24,-0.75,12023.88,5197.99
107.09979022,-6.3863586,-90.12,0.25,12139.65,3644.8
107.09977589,-6.38636091,-86.89,0.5,10374.4,3726.33
107.0997613,-6.38636188,-90.17,0.0,11616.76,3347.64
107.09974867,-6.38636195,-86.86,-0.75,12979.51,4326.57
107.09973241,-6.38636168,-86.95,-0.67,12735.71,4850.14
107.09971839,-6.38636238,-84.59,2.25,11259.1,3453.69
107.09970523,-6.38636171,-85.41,0.25,11120.93,2098.56
107.09968927,-6.3863595,-85.16,-0.75,15903.71,4109.88
107.0996747,-6.38635946,-84.37,0.5,13570.17,3523.16
107.09966497,-6.3863597,-86.0,1.0,13509.82,2460.43
107.09965478,-6.38635892,-86.44,-0.25,11820.65,2563.51
107.09964901,-6.38635702,-85.74,1.67,10089.27,2254.71
107.09964622,-6.38635315,-84.93,-0.25,9885.02,1283.2
107.09964564,-6.38635209,-85.64,2.25,12582.19,1030.51
107.09964564,-6.38635209,-85.5,-0.25,10314.63,1415.5
107.09964564,-6.38635209,-83.36,0.5,10767.57,668.08
107.09964564,-6.38635209,-84.84,-0.75,9677.99,931.76
107.09964564,-6.38635209,-84.62,1.25,9814.21,463.43
107.09964564,-6.38635209,-84.1,0.67,9013.9,645.48
107.09964564,-6.38635209,-82.89,1.5,12806.34,1080.96
107.09964564,-6.38635209,-81.96,0.75,16974.53,1468.74
107.09964564,-6.38635209,-83.59,1.0,7508.42,999.76
107.09964564,-6.38635209,-83.64,1.75,13499.46,2027.09
107.09964564,-6.38635209,-82.93,1.5,5196.09,971.45
107.09964564,-6.38635209,-83.92,1.25,14512.27,3621.19
107.09964564,-6.38635209,-81.0,2.0,16754.43,7429.09
107.09964564,-6.38635209,-82.56,3.5,13641.41,6762.88
107.09964564,-6.38635209,-84.01,1.5,11804.57,8710.79
107.09964564,-6.38635209,-87.26,-0.25,11796.42,6652.04
107.09964564,-6.38635209,-87.6,0.25,7191.13,6942.62
107.09964564,-6.38635209,-82.5,1.75,13084.61,5272.64
107.09964564,-6.38635209,-83.47,1.75,13026.06,4967.19
107.09963999,-6.38635232,-84.78,3.33,10999.04,4183.06
107.09962802,-6.3863522,-83.44,1.5,11489.7,6239.7
107.09960634,-6.38635271,-83.44,-1.0,13141.86,5045.12
107.09958023,-6.38635362,-79.73,-1.0,8173.93,2424.0
107.09955229,-6.38635223,-80.42,-2.0,8541.41,1202.91
107.09951599,-6.38635002,-81.28,-1.0,13850.13,4344.92
107.09948463,-6.38634679,-80.26,-1.25,14186.66,4532.73
107.09945485,-6.38634174,-82.17,1.67,13266.36,4130.62
107.09942956,-6.38633781,-80.8,2.0,12747.9,3705.33
107.09940767,-6.38633423,-81.49,0.25,16113.07,3044.62
107.09939164,-6.38633072,-82.1,0.5,19658.27,4320.48
107.09937503,-6.38632578,-80.01,0.0,16953.22,3945.81
107.09935858,-6.38632198,-82.21,-1.5,13277.45,4242.08
107.0993453,-6.38631935,-83.45,-0.75,14058.33,4144.34
107.09933408,-6.38631678,-82.97,-0.67,13715.38,4324.83
107.0993204,-6.38631421,-83.89,-1.0,13187.31,5347.57
107.09930858,-6.38631227,-84.28,-1.0,13975.44,3260.28
107.09929603,-6.3863105,-84.14,-1.75,8859.5,1357.29
107.09928421,-6.38630969,-82.49,-0.75,9450.86,2850.21
107.09927359,-6.38630861,-84.13,-1.25,18696.06,4824.3
107.09926567,-6.38630776,-82.62,0.0,15565.66,6184.8
107.09926314,-6.38630752,-81.89,0.5,14307.96,4513.65
107.0992616,-6.38630802,-86.66,-1.75,10116.99,1596.48
107.09926103,-6.38630821,-85.59,-2.5,5380.07,1997.2
107.09926103,-6.38630821,-85.88,-0.5,12423.45,2647.24
107.09926103,-6.38630821,-82.68,-0.25,10441.36,1405.11
107.09926103,-6.38630821,-85.75,0.25,14472.54,4391.39
107.09926103,-6.38630821,-83.36,2.33,16139.5,4106.67
107.09926103,-6.38630821,-81.03,3.25,19253.9,4313.45
107.09925686,-6.38630785,-82.88,-0.25,17576.19,5477.76
107.0992481,-6.38630796,-84.2,1.25,13361.82,6229.46
107.09923357,-6.38630752,-84.97,-0.5,13209.63,6045.41
107.09921583,-6.38630686,-85.66,0.75,13278.33,7575.79
107.09920102,-6.38630597,-86.21,-1.0,11239.88,6592.38
107.0991849,-6.38630447,-85.88,-2.0,7283.0,5449.61
107.09916895,-6.38630244,-87.41,-2.67,11760.96,4583.68
107.09915485,-6.38630077,-87.17,-1.5,12286.27,5886.53
107.09913965,-6.38630007,-85.09,-3.5,10361.79,4276.6
107.09912268,-6.38629855,-86.25,-2.75,13407.52,4673.6
107.09910965,-6.38629702,-83.82,0.75,13228.27,3527.05
107.09909593,-6.38629553,-82.81,1.75,14539.8,3687.0
107.09907993,-6.38629416,-81.71,-0.75,13739.21,3775.3
107.09906193,-6.38629305,-84.06,-2.0,13219.84,3930.88
107.09904218,-6.38629153,-83.12,-0.75,13371.15,3235.66
107.09901493,-6.38628953,-83.48,1.75,11529.25,1707.2
107.09898174,-6.3862879,-85.56,-2.25,11244.35,1688.0
107.09894835,-6.38628684,-83.89,-1.0,8736.6,1616.54
107.09891083,-6.38628501,-81.96,0.0,11133.78,1365.63
107.09886577,-6.38628243,-84.41,0.0,12851.28,861.83
107.09882144,-6.38627885,-82.85,0.33,10555.74,1103.82
107.0987717,-6.38627488,-84.02,0.0,9860.49,395.75
107.09872438,-6.3862706,-84.81,-1.25,8295.04,535.24
107.09867778,-6.38626748,-82.1,-0.75,12450.83,717.83
107.09863908,-6.3862656,-80.14,0.5,18025.7,1542.25
107.09859245,-6.3862638,-80.71,-2.25,12364.84,1449.79
107.09854975,-6.38626227,-83.89,-5.0,7350.28,1167.51
107.09851595,-6.3862601,-87.67,-9.0,11187.81,932.98
107.09847754,-6.38625422,-90.72,-10.0,6989.73,342.08
107.09844584,-6.38624272,-92.52,-14.25,8289.22,665.36
107.09842121,-6.3862258,-92.45,-10.5,3889.95,133.52
107.0984096,-6.38620307,-89.18,-7.75,2140.07,183.28
107.09841249,-6.38616224,-86.89,-16.25,2936.1,719.31
107.09842734,-6.38611928,-75.97,-1.25,2591.01,517.69
107.09843784,-6.38608203,-77.63,1.5,3985.14,819.41
107.09843907,-6.38605128,-81.52,-4.33,11.21,34.11
107.09842823,-6.38602875,-79.79,-2.5,55.74,45.17
107.09840489,-6.38601187,-83.34,-2.0,6931.68,1047.38
107.09836961,-6.38599686,-85.58,-5.75,10510.16,1234.94
107.0983362,-6.38598445,-84.58,-4.0,8477.18,1330.05
107.09830084,-6.38597046,-82.36,0.0,14832.66,3335.83
107.09826401,-6.38595458,-81.33,2.0,17780.93,4940.34
107.09823004,-6.38593937,-78.86,5.33,13853.27,6522.5
107.09819697,-6.38592402,-76.24,9.0,14754.69,6954.37
107.09816546,-6.3859086,-78.78,9.5,8847.49,8564.43
107.09812556,-6.38589043,-74.07,6.25,3836.17,9527.28
107.09809056,-6.38587591,-75.01,9.75,8370.6,6129.4
107.0980525,-6.38585948,-77.26,7.75,9824.96,4792.77
107.09801801,-6.3858423,-76.24,8.25,10289.66,3072.61
107.09798522,-6.38582426,-78.97,4.67,10342.56,3364.06
107.09795863,-6.38581109,-79.79,2.5,11314.42,1476.3
107.09792777,-6.38579509,-79.43,5.0,20508.68,192.26
107.09790311,-6.38578,-78.11,5.25,24349.93,209.93
107.09787879,-6.38576525,-77.46,7.0,19286.89,172.18
107.09785279,-6.38575162,-73.73,6.0,7125.12,66.52
107.09781821,-6.38573529,-75.67,4.0,1807.74,52.02
107.09778526,-6.38571932,-79.33,3.67,6550.69,189.95
107.09775364,-6.38570484,-77.54,5.0,9583.23,154.7
107.09771714,-6.38568899,-79.1,5.5,15793.22,170.54
107.09768436,-6.38567456,-84.49,-0.25,11541.98,114.9
107.09765597,-6.38566212,-78.72,3.5,19119.23,192.32
107.09762458,-6.3856474,-81.73,4.75,27767.36,226.55
107.09759499,-6.38563426,-81.71,4.67,25647.86,216.85
107.09756544,-6.38562232,-80.85,4.25,31239.61,1219.72
107.09753045,-6.38560691,-83.53,2.25,42445.93,8782.25
107.09749571,-6.38559127,-81.53,5.5,17573.57,8990.72
107.09746519,-6.38557786,-82.78,5.5,14350.97,6862.33
107.097436,-6.38556367,-87.35,-1.0,10015.58,6499.62
107.09740189,-6.3855457,-96.38,-3.0,10009.19,6657.02
107.09737226,-6.38552925,-95.96,-1.0,9981.9,7823.11
107.09734815,-6.38551359,-94.94,1.25,6638.33,7514.86
107.09732407,-6.38549244,-92.88,7.75,6121.52,7702.04
107.09730396,-6.38547113,-92.73,4.5,7665.02,5630.02
107.0972809,-6.38544749,-94.65,0.0,9700.21,5944.28
107.09725667,-6.3854195,-98.88,-2.75,10141.35,5514.02
107.09723428,-6.38538848,-95.64,2.5,7026.42,5128.99
107.09721227,-6.38536271,-92.16,10.0,8351.52,4914.77
107.09718858,-6.38534165,-92.19,8.0,8228.58,4775.36
107.09716333,-6.38532665,-93.05,7.25,9878.52,4458.22
107.0971391,-6.38531585,-94.88,6.5,8863.65,4337.28
107.09711481,-6.38530675,-98.0,4.0,8903.94,3843.19
107.09708507,-6.38529492,-102.18,2.25,10003.26,3409.91
107.097054,-6.38528111,-104.02,-0.25,9625.03,3305.49
107.09702012,-6.3852672,-108.31,-2.75,9944.59,3385.33
107.09698224,-6.385255,-108.62,-0.33,10004.65,2829.81
107.09694828,-6.38524607,-107.23,0.5,10886.85,4161.92
107.09692138,-6.38523943,-105.47,1.75,10342.26,4192.89
107.09689486,-6.38523414,-103.69,2.75,9939.12,4469.8
107.09687612,-6.38523092,-102.85,2.5,9632.81,5296.6
107.09686467,-6.38522811,-103.64,1.0,7426.08,4067.44
107.09686246,-6.38522742,-101.9,-2.0,9616.29,3595.79
107.09686246,-6.38522742,-103.41,-5.5,10105.42,3853.66
