Longitude,Latitude,RSRP(dBm),SINR(dB),Throughput Downlink(Kbps),Throughput Uplink(Kbps)
107.09611468,-6.38600081,-89.85,9.0,15349.041032448376,10951.381842019011
107.09609116,-6.3860345,-89.32,9.5,15349.041032448376,10951.381842019011
107.09606853,-6.38606568,-92.48,6.5,15349.041032448376,10951.381842019011
107.0960458,-6.38609808,-96.73,6.75,15349.041032448376,10951.381842019011
107.09602802,-6.38612554,-98.35,6.33,15349.041032448376,10951.381842019011
107.09601303,-6.38615119,-96.29,9.0,15349.041032448376,10951.381842019011
107.09599881,-6.38618279,-92.87,8.75,15349.041032448376,10951.381842019011
107.09598623,-6.38621238,-93.56,4.75,15349.041032448376,10951.381842019011
107.0959734,-6.38623678,-96.62,4.0,15349.041032448376,10951.381842019011
107.09595567,-6.38626274,-94.38,6.75,15349.041032448376,10951.381842019011
107.09593596,-6.3862896,-93.44,5.0,15349.041032448376,10951.381842019011
107.09591565,-6.38631964,-90.48,9.5,15349.041032448376,10951.381842019011
107.09589574,-6.38635492,-86.97,9.67,15349.041032448376,10951.381842019011
107.09587794,-6.38639861,-88.65,8.25,15349.041032448376,10951.381842019011
107.09586327,-6.38643854,-86.13,10.5,15349.041032448376,10951.381842019011
107.09585197,-6.38648292,-80.47,11.75,15349.041032448376,10951.381842019011
107.09584133,-6.38653147,-78.02,11.75,15349.041032448376,10951.381842019011
107.09583808,-6.38657457,-78.13,10.25,15349.041032448376,10951.381842019011
107.09583565,-6.38661331,-75.46,9.5,15349.041032448376,10951.381842019011
107.09583464,-6.38665444,-77.14,14.33,15349.041032448376,10951.381842019011
107.09583509,-6.38669352,-79.21,8.75,15349.041032448376,10951.381842019011
107.09583313,-6.38673756,-82.91,12.75,15349.041032448376,10951.381842019011
107.09582753,-6.38678455,-85.15,11.75,15349.041032448376,10951.381842019011
107.09582071,-6.38682528,-81.09,10.0,15349.041032448376,10951.381842019011
107.09580822,-6.3868716,-81.46,12.25,15349.041032448376,10951.381842019011
107.09579685,-6.38691702,-82.09,10.0,15349.041032448376,10951.381842019011
107.09578665,-6.38696261,-83.72,13.0,15349.041032448376,10951.381842019011
107.09578057,-6.38700031,-86.54,12.75,15349.041032448376,10951.381842019011
107.09577943,-6.3870309,-87.96,12.0,15349.041032448376,10951.381842019011
107.09578134,-6.38706679,-87.82,11.0,15349.041032448376,10951.381842019011
107.09578452,-6.38709939,-90.86,7.75,15349.041032448376,10951.381842019011
107.09578342,-6.38713212,-89.22,12.5,15349.041032448376,10951.381842019011
107.09578389,-6.38717041,-88.12,10.0,15349.041032448376,10951.381842019011
107.09577894,-6.38721053,-85.45,10.0,15349.041032448376,10951.381842019011
107.09576741,-6.38724811,-86.08,8.5,15349.041032448376,10951.381842019011
107.095747,-6.38728797,-88.58,8.75,15349.041032448376,10951.381842019011
107.09572456,-6.38732083,-89.5,6.75,15349.041032448376,10951.381842019011
107.09570616,-6.38734963,-86.76,11.25,15349.041032448376,10951.381842019011
107.0956902,-6.38737451,-83.83,10.0,15349.041032448376,10951.381842019011
107.09567473,-6.38739811,-86.04,10.0,15349.041032448376,10951.381842019011
107.09566578,-6.38741526,-86.24,9.25,15349.041032448376,10951.381842019011
107.09565907,-6.38742903,-86.68,8.0,15349.041032448376,10951.381842019011
107.09565091,-6.38744187,-85.98,6.25,15349.041032448376,10951.381842019011
107.09564476,-6.38745148,-85.72,9.25,15349.041032448376,10951.381842019011
107.09564348,-6.38745355,-86.17,8.0,15349.041032448376,10951.381842019011
107.09564143,-6.38746414,-84.8,9.75,15349.041032448376,10951.381842019011
107.09564143,-6.38746414,-85.57,6.33,15349.041032448376,10951.381842019011
107.09564143,-6.38746414,-84.66,9.25,15349.041032448376,10951.381842019011
107.09564143,-6.38746414,-84.19,13.0,15349.041032448376,10951.381842019011
107.09564143,-6.38746414,-82.99,7.25,15349.041032448376,10951.381842019011
107.09564143,-6.38746414,-84.27,8.5,15349.041032448376,10951.381842019011
107.09564143,-6.38746414,-86.24,12.0,15349.041032448376,10951.381842019011
107.09564143,-6.38746414,-85.06,11.67,15349.041032448376,10951.381842019011
107.09564143,-6.38746414,-87.03,13.0,15349.041032448376,10951.381842019011
107.09564143,-6.38746414,-85.89,9.0,15349.041032448376,10951.381842019011
107.09564143,-6.38746414,-85.12,9.5,15349.041032448376,10951.381842019011
107.09564143,-6.38746414,-87.0,8.25,15349.041032448376,10951.381842019011
107.09564143,-6.38746414,-85.56,10.0,15349.041032448376,10951.381842019011
107.09564143,-6.38746414,-88.22,8.0,15349.041032448376,10951.381842019011
107.09564143,-6.38746414,-87.25,8.5,15349.041032448376,10951.381842019011
107.09564143,-6.38746414,-86.46,6.67,15349.041032448376,10951.381842019011
107.09564143,-6.38746414,-84.9,8.25,15349.041032448376,10951.381842019011
107.09564143,-6.38746414,-84.08,7.5,15349.041032448376,10951.381842019011
107.09564143,-6.38746414,-84.46,11.0,15349.041032448376,10951.381842019011
107.09564143,-6.38746414,-85.13,9.0,15349.041032448376,10951.381842019011
107.09564143,-6.38746414,-85.62,9.0,15349.041032448376,10951.381842019011
107.09564143,-6.38746414,-84.77,11.5,15349.041032448376,10951.381842019011
107.09564143,-6.38746414,-80.73,8.33,15349.041032448376,10951.381842019011
107.09564143,-6.38746414,-85.39,7.5,15349.041032448376,10951.381842019011
107.09564143,-6.38746414,-81.08,10.25,15349.041032448376,10951.381842019011
107.09564143,-6.38746414,-83.47,9.75,15349.041032448376,10951.381842019011
107.09564143,-6.38746414,-83.82,12.5,15349.041032448376,10951.381842019011
107.09564143,-6.38746414,-86.26,9.75,15349.041032448376,10951.381842019011
107.09564615,-6.38746832,-87.84,13.25,15349.041032448376,10951.381842019011
107.09565134,-6.38747072,-84.11,8.67,15349.041032448376,10951.381842019011
107.09565319,-6.38747077,-82.23,10.75,15349.041032448376,10951.381842019011
107.09565348,-6.3874707,-81.49,8.5,15349.041032448376,10951.381842019011
107.09565243,-6.38747073,-82.03,6.75,15349.041032448376,10951.381842019011
107.09565229,-6.38747073,-82.19,7.0,15349.041032448376,10951.381842019011
107.09565229,-6.38747073,-81.14,9.0,15349.041032448376,10951.381842019011
107.09565229,-6.38747073,-82.41,7.75,15349.041032448376,10951.381842019011
107.09565229,-6.38747073,-87.31,7.67,15349.041032448376,10951.381842019011
107.09565229,-6.38747073,-89.3,7.0,15349.041032448376,10951.381842019011
107.09565229,-6.38747073,-90.42,9.5,15349.041032448376,10951.381842019011
107.09565229,-6.38747073,-90.41,4.25,15349.041032448376,10951.381842019011
107.09565229,-6.38747073,-93.6,3.5,15349.041032448376,10951.381842019011
107.09565229,-6.38747073,-86.75,8.75,15349.041032448376,10951.381842019011
107.09565229,-6.38747073,-89.38,6.0,15349.041032448376,10951.381842019011
107.09565229,-6.38747073,-82.32,11.0,15349.041032448376,10951.381842019011
107.09565229,-6.38747073,-81.91,7.25,15349.041032448376,10951.381842019011
107.09565229,-6.38747073,-81.88,9.75,15349.041032448376,10951.381842019011
107.09565229,-6.38747073,-81.97,6.5,15349.041032448376,10951.381842019011
107.09565229,-6.38747073,-81.73,6.0,15349.041032448376,10951.381842019011
107.09565229,-6.38747073,-81.5,6.75,15349.041032448376,10951.381842019011
107.09565229,-6.38747073,-81.9,7.75,15349.041032448376,10951.381842019011
107.09565229,-6.38747073,-82.23,6.0,15349.041032448376,10951.381842019011
107.09565229,-6.38747073,-82.51,13.0,15349.041032448376,10951.381842019011
107.09565229,-6.38747073,-82.19,8.5,15349.041032448376,10951.381842019011
107.09565229,-6.38747073,-83.17,11.5,15349.041032448376,10951.381842019011
107.09565229,-6.38747073,-87.62,9.75,15349.041032448376,10951.381842019011
107.09565229,-6.38747073,-81.85,11.0,15349.041032448376,10951.381842019011
107.09566122,-6.38746755,-85.58,15.0,15349.041032448376,10951.381842019011
107.09565995,-6.38746945,-93.11,10.5,26652.26,8146.51
107.09565876,-6.38746834,-93.53,9.5,21273.43,7837.85
107.09565853,-6.38746789,-92.52,6.33,14800.31,6362.62
107.09565853,-6.38746789,-90.23,6.25,12941.12,5831.56
107.09565853,-6.38746789,-90.7,12.0,12621.03,6172.38
107.09565853,-6.38746789,-84.74,10.75,12303.42,8052.3
107.09565853,-6.38746789,-85.7,13.0,10505.72,8852.79
107.09565853,-6.38746789,-85.07,10.75,9620.78,9975.86
107.09565853,-6.38746789,-85.03,11.0,7813.08,8830.29
107.09565853,-6.38746789,-83.53,8.67,5613.39,8783.87
107.09565853,-6.38746789,-83.98,9.75,8014.12,6687.68
107.09565491,-6.38747103,-84.8,12.5,9433.98,6628.59
107.09565276,-6.3874808,-84.08,11.5,7797.09,6786.63
107.09565371,-6.3874984,-85.6,9.75,9872.82,5991.18
107.09565052,-6.38752088,-81.88,12.25,9829.67,5819.88
107.09564119,-6.38755043,-85.49,9.25,9753.25,4346.02
107.09563018,-6.38757761,-88.92,10.67,11328.59,5660.69
107.09561846,-6.38759717,-88.22,9.75,11038.09,5090.8
107.09560815,-6.38761229,-87.74,10.75,8025.76,4210.54
107.09560116,-6.38762207,-91.03,10.5,10776.71,3834.99
107.09559678,-6.3876319,-93.66,8.5,12153.17,4783.33
107.09559354,-6.38764183,-94.4,7.5,11327.74,4546.24
107.09558791,-6.3876552,-93.9,8.25,12050.74,4363.72
107.09558107,-6.38767078,-91.84,10.0,12486.21,4199.68
107.09557379,-6.38768809,-93.19,10.5,12044.1,4381.44
107.0955642,-6.38770627,-90.93,9.75,12275.94,4599.32
107.09555606,-6.38772543,-91.99,11.5,9718.25,4683.32
107.09554845,-6.38774249,-90.44,11.5,10667.19,4401.76
107.09553713,-6.38776017,-92.02,8.5,10364.77,4463.38
107.09552691,-6.38777739,-91.65,9.0,10117.48,3852.51
107.09551665,-6.38779359,-93.71,9.5,11639.38,3867.25
107.09550533,-6.38780747,-94.72,11.33,11811.71,3787.31
107.09549026,-6.38782436,-92.28,10.5,13082.4,4292.48
107.09547852,-6.38783946,-92.99,9.75,11956.67,4551.36
107.09547072,-6.38785119,-92.84,8.5,11326.21,4133.12
107.0954613,-6.38786377,-88.9,10.0,9999.84,3060.48
107.09545189,-6.38787795,-88.59,12.0,11770.41,3002.63
107.09544192,-6.38789346,-86.58,10.0,11717.47,3058.88
107.09543273,-6.3879083,-83.15,12.75,11618.37,3008.83
107.09542332,-6.38792175,-81.35,13.75,12918.84,2733.93
107.09540781,-6.38793439,-86.35,10.5,12069.48,2765.97
107.09538654,-6.38794381,-88.02,10.0,12078.62,2612.59
107.09535896,-6.38795067,-86.42,12.0,12011.82,2651.34
107.09533448,-6.38795459,-85.2,10.25,14426.07,2014.27
107.09530969,-6.38795928,-83.08,8.67,16912.02,2138.02
107.09528871,-6.38796467,-84.0,14.0,12753.02,1326.4
107.09527579,-6.38796646,-90.26,9.75,13402.93,1343.43
107.09527043,-6.38796791,-90.71,8.0,13487.58,1311.49
107.09527111,-6.38796919,-90.74,7.0,16934.45,1425.31
107.0952713,-6.3879693,-91.87,6.75,16217.36,1096.73
107.0952713,-6.3879693,-87.85,8.75,17630.88,1442.24
107.09527089,-6.38797174,-89.57,7.67,16669.61,1196.09
107.09526348,-6.38797379,-91.01,9.5,15739.09,1049.24
107.09524837,-6.38797543,-91.1,8.0,16521.15,1423.73
107.09522371,-6.38797937,-92.16,7.75,18018.05,1418.1
107.09519876,-6.3879825,-93.59,7.5,17073.28,1440.96
107.09517539,-6.38798861,-92.68,8.75,17736.52,2448.85
107.09515594,-6.38799701,-91.57,7.5,12193.38,1907.82
107.09513684,-6.38800869,-89.54,11.0,15318.36,1941.78
107.09512427,-6.38802106,-89.16,8.5,19322.42,2071.02
107.09511349,-6.3880403,-90.54,10.25,15500.32,2652.08
107.09510526,-6.38806436,-92.81,7.25,15657.85,2108.29
107.0950986,-6.3880895,-87.49,8.75,15435.77,2846.72
107.09509203,-6.38811556,-88.04,12.0,16389.6,3327.55
107.09508355,-6.3881429,-89.14,10.0,18330.61,3864.05
107.09507705,-6.3881648,-89.18,9.75,11742.14,4961.6
107.09507158,-6.3881855,-89.51,9.0,11696.58,2984.85
107.09506743,-6.38820245,-91.07,8.0,15887.13,3246.17
107.09506224,-6.38822157,-89.71,9.25,14320.3,2568.86
107.09505944,-6.38823731,-90.0,6.75,16441.01,2632.83
107.09505415,-6.38825396,-93.21,6.25,15395.67,3259.4
107.09504701,-6.38827368,-92.16,6.67,12230.44,2523.95
107.0950427,-6.38829563,-93.2,6.25,12303.57,2327.01
107.09503987,-6.38831817,-95.9,3.0,7669.91,615.73
107.09503858,-6.38834238,-96.52,2.5,4946.28,2314.71
107.0950347,-6.38836564,-98.38,-0.75,5771.04,834.52
107.09502958,-6.38838719,-97.26,-0.5,5854.97,3078.06
107.09502659,-6.38840696,-94.59,3.25,9005.29,5551.95
107.09502498,-6.38842679,-95.71,2.67,10740.11,9402.57
107.09502503,-6.38844678,-95.99,3.5,7406.18,7265.47
107.09502325,-6.38846879,-95.66,-2.0,3964.91,5294.03
107.09501985,-6.38848989,-100.58,3.25,6458.62,5201.77
107.09501547,-6.38851131,-102.86,1.0,7113.29,5321.67
107.09501229,-6.38853179,-106.4,-1.5,7561.66,3981.13
107.09501042,-6.38855349,-105.37,0.0,9190.39,3329.73
107.09500962,-6.38857274,-105.52,-0.33,10810.88,4024.9
107.09500885,-6.38859135,-104.42,-0.25,10580.92,5461.43
107.09500701,-6.38861476,-106.46,-2.0,8705.49,4240.56
107.09500554,-6.38864287,-106.82,-1.25,9221.6,3688.17
107.09500408,-6.38866796,-101.61,-1.5,9760.0,3117.43
107.09500195,-6.38870283,-103.29,2.0,9879.42,2769.93
107.09499938,-6.38873483,-101.59,-0.75,11548.74,2451.84
107.0949994,-6.3887647,-97.86,-2.33,13744.99,2431.2
107.09500071,-6.38878309,-96.42,-3.5,13865.78,3460.68
107.09500319,-6.38879676,-90.51,-4.5,12367.04,2570.2
107.0950034,-6.38879777,-88.95,-4.5,14074.68,2796.08
107.09500489,-6.38880224,-91.41,0.75,13085.7,3621.24
107.09500513,-6.38880298,-92.62,-2.75,9984.67,2931.35
107.09500988,-6.38880604,-93.34,-4.67,10068.2,2057.51
107.0950203,-6.38880883,-95.3,-4.0,12288.61,2126.06
107.09503745,-6.38881107,-93.35,-3.75,13480.3,2008.09
107.09505697,-6.38880982,-91.12,-3.75,14640.58,3697.28
107.09508344,-6.38881084,-91.8,0.25,10257.47,2181.55
107.09511237,-6.38881132,-94.66,-1.0,13838.56,2503.09
107.09514884,-6.3888111,-94.96,1.25,12665.66,2802.08
107.09519176,-6.38881068,-90.2,5.0,13827.04,4170.5
107.09523081,-6.3888121,-89.91,3.5,10292.75,4983.66
107.09527648,-6.38881513,-88.73,4.5,9835.79,5811.79
107.0953183,-6.38882012,-88.88,5.0,9757.14,6343.94
107.09535736,-6.38882545,-85.39,5.5,9496.22,3621.32
107.09540002,-6.38882909,-86.35,1.0,8962.44,4845.17
107.09544383,-6.38883265,-90.56,-3.5,9679.65,3665.15
107.09548898,-6.38883446,-88.8,-4.0,10352.71,3598.65
107.09553966,-6.38883653,-90.05,-3.25,11102.14,2935.75
107.09559398,-6.38884063,-92.04,-3.25,11611.63,1987.6
107.09564805,-6.38884493,-90.13,-4.25,14756.14,2501.57
107.09570125,-6.38885113,-92.83,-3.0,12930.17,5108.59
107.09575332,-6.38885952,-89.42,-7.25,5778.37,422.88
107.09580584,-6.3888678,-91.99,-11.0,9858.5,3124.64
107.0958564,-6.38887342,-91.69,-8.33,9834.22,3287.45
107.09591508,-6.3888793,-90.23,-7.75,7697.28,3632.79
107.09595838,-6.38888305,-89.64,4.0,9510.82,4935.79
107.09600532,-6.38888632,-93.8,3.0,10589.43,6194.4
107.09606067,-6.38888746,-95.28,1.5,9375.9,8860.9
107.09610778,-6.3888874,-94.88,3.0,9849.08,3911.11
107.09615086,-6.38888911,-94.87,4.25,9750.21,2834.24
107.09620117,-6.38889243,-92.03,3.33,8421.69,3727.06
107.09624194,-6.38889494,-91.49,-1.75,6569.81,2227.31
107.09628585,-6.38889906,-91.22,1.5,13136.27,3964.98
107.09632612,-6.38890155,-90.17,3.75,11947.03,5313.57
107.09636869,-6.3889022,-93.55,2.75,7812.76,5554.93
107.09640406,-6.3889027,-95.6,1.75,8410.11,2534.88
107.09643741,-6.38890328,-94.26,3.25,10031.89,3051.23
107.09647217,-6.38890193,-94.3,2.67,10186.41,2544.58
107.09649965,-6.3889004,-92.13,4.0,11261.09,3193.45
107.09652406,-6.3889015,-91.81,4.75,11636.7,2962.47
107.09655005,-6.38890489,-88.77,6.0,11917.37,2500.38
107.09657281,-6.38890754,-89.19,5.25,11652.08,2286.9
107.09659141,-6.38890595,-86.24,7.5,12630.56,2471.2
107.09661236,-6.38890303,-86.08,7.0,13321.16,2798.17
107.09663455,-6.38890079,-86.94,5.0,15191.39,2220.56
107.0966578,-6.38889898,-85.36,8.75,14418.02,3152.71
107.09668151,-6.38889792,-82.75,10.25,9918.94,2420.32
107.09671109,-6.38889637,-86.24,7.5,10397.09,2150.56
107.09674512,-6.38889372,-85.57,10.25,16772.61,1265.27
107.09677432,-6.3888905,-84.05,9.5,13123.48,2409.89
107.09680827,-6.38888693,-84.75,10.33,19094.61,2217.64
107.09683863,-6.38888291,-87.91,6.0,15362.69,2079.84
107.09686226,-6.38887964,-83.19,9.25,14458.97,2587.55
107.09689154,-6.38887607,-84.03,7.5,11173.48,2174.97
107.09691855,-6.38887072,-88.12,8.0,14355.2,1928.8
107.09694218,-6.38886551,-84.9,6.5,12947.75,2561.76
107.09696699,-6.38886159,-85.59,8.75,10745.35,1723.06
107.09699251,-6.38885981,-86.24,6.67,17037.1,1514.31
107.0970162,-6.38885823,-85.65,6.0,15288.07,2970.22
107.09704101,-6.38885536,-84.82,6.75,20544.77,3180.56
107.09706985,-6.38885128,-83.4,8.0,19887.73,3959.0
107.09709978,-6.38884721,-83.22,10.25,16678.0,2735.09
107.09712892,-6.38884343,-82.08,8.75,10806.12,4809.62
107.09716261,-6.38883926,-81.73,7.0,10941.61,2648.69
107.09719814,-6.38883494,-84.23,8.0,10681.55,2697.01
107.09723107,-6.38882938,-81.59,7.33,10933.09,1746.72
107.09726609,-6.38882353,-82.58,7.75,17991.08,2323.75
107.0973022,-6.38881772,-83.72,7.25,10944.45,1715.94
107.09734152,-6.38881219,-82.58,8.75,13995.15,1461.14
107.09737946,-6.38880689,-82.71,6.75,15189.6,2706.6
107.09742227,-6.38879851,-83.53,6.25,16712.13,1549.92
107.0974635,-6.38878925,-82.91,8.0,13176.04,2909.21
107.09749835,-6.38878197,-80.33,6.75,14428.17,2333.41
107.09753828,-6.38877501,-80.71,8.5,15612.99,4937.56
107.09757135,-6.38877107,-83.71,7.25,10821.56,4601.36
107.09760326,-6.38876769,-81.45,8.5,15596.16,2839.68
107.09763232,-6.38876239,-82.24,7.5,13572.54,4353.07
107.09766038,-6.38875754,-80.34,5.5,10107.62,4651.88
107.09768772,-6.3887537,-82.48,8.0,10101.11,3951.95
107.09771577,-6.38874745,-83.23,9.0,10085.19,3201.76
107.09774393,-6.38873924,-82.65,2.75,10139.08,2894.21
107.09777122,-6.38873023,-83.58,8.0,6515.58,960.95
107.09779994,-6.38872454,-83.97,5.75,16742.33,3807.07
107.0978311,-6.38872003,-85.52,8.75,16614.62,2878.4
107.09786235,-6.38871674,-85.97,9.25,11581.58,5029.23
107.09789649,-6.3887133,-84.28,10.67,9995.86,2948.62
107.09793755,-6.38871121,-85.44,8.25,9700.03,1845.51
107.09797067,-6.38870935,-87.75,8.0,10501.26,2400.16
107.09800227,-6.38870902,-90.39,6.0,10676.68,1930.41
107.09803405,-6.38870971,-88.42,5.25,9573.26,1231.04
107.09806413,-6.38871141,-88.44,7.5,13265.06,996.95
107.09809495,-6.38871365,-93.31,4.5,9444.48,674.0
107.0981248,-6.3887153,-92.58,4.67,11084.18,982.61
107.09815459,-6.38871583,-91.91,3.75,11123.35,714.1
107.09818532,-6.38871666,-89.69,4.5,5087.04,681.08
107.09821375,-6.38871581,-89.31,5.5,14112.03,758.92
107.09824943,-6.38871431,-91.06,7.25,15138.56,1617.94
107.09828099,-6.38871291,-90.43,6.5,9867.87,953.78
107.09831132,-6.38871134,-91.2,8.67,8662.12,452.35
107.09834659,-6.38871141,-90.02,6.5,6510.67,911.76
107.09838582,-6.38871253,-94.78,3.25,9659.78,572.55
107.09842266,-6.38871471,-90.06,5.5,9780.77,595.84
107.09846773,-6.38871707,-87.59,5.0,10095.94,600.64
107.09851148,-6.38871719,-90.3,6.0,8858.26,603.13
107.09855577,-6.38871688,-93.38,4.5,11404.54,565.81
107.09860341,-6.38871714,-89.47,5.67,1630.44,163.51
107.09865146,-6.38871957,-88.79,5.25,9335.82,392.22
107.09869397,-6.38872017,-91.01,2.25,13766.77,664.39
107.09873773,-6.38871795,-92.82,3.5,7453.22,643.2
107.09878451,-6.38871479,-93.23,2.5,10089.79,874.88
107.09883371,-6.38871109,-93.3,2.25,8318.21,613.44
107.09887648,-6.38870696,-93.69,2.0,6346.08,822.5
107.09892186,-6.38870449,-92.45,1.75,8610.7,1378.83
107.09896649,-6.38870393,-91.84,1.67,8128.42,781.37
107.09900568,-6.38870197,-96.47,-0.5,8399.34,858.9
107.09904499,-6.38870043,-95.73,-1.25,8155.26,592.92
107.09908335,-6.38870036,-93.28,-1.25,9561.9,816.39
107.09912147,-6.38869818,-96.96,-4.75,9757.0,828.29
107.09916292,-6.38869005,-100.82,-6.0,7782.34,743.29
107.09921836,-6.3886755,-102.14,-10.75,3148.7,255.55
107.09925858,-6.38866402,-100.56,-9.33,1265.83,160.64
107.09932739,-6.38864541,-107.59,-16.0,0.0,33.67
107.09938642,-6.38862713,-101.31,-10.0,25.23,566.44
107.0994375,-6.3886099,-101.3,-14.5,3176.76,4162.83
107.09949119,-6.38859076,-102.55,-16.0,1757.16,1304.16
107.09954038,-6.3885722,-103.08,-14.75,631.73,573.24
107.09958456,-6.38855542,-103.25,-16.25,0.0,88.76
107.0996325,-6.38854019,-106.19,-16.75,0.0,11.17
107.09966062,-6.38853204,-106.3,-17.33,28.56,442.9
107.09970099,-6.38851762,-100.18,-4.0,0.32,45.07
107.09973519,-6.38849915,-103.23,-4.0,0.0,32.35
107.09976691,-6.38848244,-102.5,-1.5,2.41,448.32
107.09980145,-6.38846782,-101.65,-1.25,20.5,330.88
107.099838,-6.3884522,-102.88,-0.5,192.6,1732.86
107.09987575,-6.38843538,-104.29,0.75,2076.32,1383.21
107.09991057,-6.38841777,-105.45,-1.33,2449.71,1055.42
107.09994768,-6.3883963,-105.04,0.25,1748.86,1232.83
107.09998527,-6.38836998,-106.59,-4.0,858.56,825.92
107.10001286,-6.38834867,-104.31,-5.5,1950.95,673.41
107.10005406,-6.38831586,-103.38,0.5,1.12,33.28
107.10008595,-6.38828765,-104.03,-0.75,24.33,1577.62
107.10012177,-6.38825409,-104.46,-2.0,638.62,2384.16
107.10016325,-6.38821493,-104.55,-0.67,792.66,1241.31
107.10019625,-6.38818357,-104.33,-1.75,406.37,268.38
107.10022861,-6.38815244,-106.06,-3.5,82.73,369.72
107.10025556,-6.3881268,-105.53,-3.75,44.72,1111.65
107.10027736,-6.38811077,-105.73,-3.0,410.23,3190.41
107.10030008,-6.38810084,-103.58,-2.0,315.19,101.32
107.1003286,-6.38808892,-105.9,-2.75,3279.94,4598.98
107.10035609,-6.38807328,-106.81,-6.0,915.49,2932.85
107.10037971,-6.3880568,-102.43,-6.5,61.34,2242.28
107.10041274,-6.38803292,-103.74,-4.75,2726.45,4279.39
107.10044781,-6.38800404,-104.29,-2.75,3552.31,2921.31
107.10048301,-6.38797623,-104.66,-3.25,4632.14,966.3
107.1005185,-6.38795188,-104.12,-3.5,3979.31,2373.52
107.10056042,-6.38792645,-103.88,-2.25,68.23,222.94
107.10059195,-6.38790629,-102.73,-3.0,4535.16,2951.91
107.10062764,-6.38788375,-103.54,-6.75,2700.16,3661.06
107.10066386,-6.38786099,-103.85,-6.5,0.0,0.32
107.10069571,-6.38784118,-104.04,-10.75,397.72,3637.07
107.10072448,-6.38782296,-103.18,-9.5,748.55,2008.05
107.10075299,-6.38780613,-104.33,-13.0,33.77,11.26
107.10078401,-6.38778759,-105.28,-11.0,217.39,2822.1
107.1008131,-6.38776681,-103.83,-13.33,1603.89,1562.79
107.10083723,-6.38774941,-103.03,-1.75,214.36,29.98
107.10087694,-6.38772003,-102.35,0.0,6914.05,6846.08
107.10091071,-6.38769701,-101.43,-0.75,13288.29,10101.95
107.10094371,-6.3876757,-99.98,-1.0,7302.53,6896.5
107.10098172,-6.38765076,-97.81,0.5,11752.17,12107.15
107.10101504,-6.38762652,-98.29,1.0,20496.48,11244.07
107.1010517,-6.38759779,-96.18,4.67,22894.08,15332.48
107.10109358,-6.38756502,-94.35,4.0,29756.86,15664.3
107.10113312,-6.38753581,-94.75,5.0,21175.72,14867.92
107.10117406,-6.3875076,-92.92,5.5,31316.42,18962.95
107.10122337,-6.3874774,-91.8,7.0,38888.38,21540.78
107.10127362,-6.38744758,-90.56,9.5,31724.24,17338.3
107.10132128,-6.38741857,-90.26,8.5,37435.51,21687.65
107.10136965,-6.38737706,-87.3,12.33,33925.4,16491.1
107.1014168,-6.38733368,-86.45,13.25,40843.88,26960.48
107.10145998,-6.38729595,-84.99,14.5,40093.05,14347.66
107.10150534,-6.38726032,-87.06,15.75,41717.71,27123.67
107.10154887,-6.38722615,-85.28,16.25,63932.28,24845.42
107.10159479,-6.3871894,-84.83,13.25,59481.28,27400.48
107.10163292,-6.38715837,-84.9,17.5,46292.28,21005.84
107.10167219,-6.38712715,-83.81,17.67,73276.04,25783.34
107.10170809,-6.38710192,-80.48,18.0,101727.27,23251.0
107.10173666,-6.38707703,-78.11,19.0,52884.53,25608.79
107.10176377,-6.38704785,-77.63,20.25,58700.68,23388.83
107.10178789,-6.38701999,-79.08,20.25,76199.91,24996.03
107.10180914,-6.38699357,-76.82,21.0,70833.95,23913.29
107.10182711,-6.38696941,-73.2,22.5,70039.54,26638.15
107.10185122,-6.38693752,-74.22,21.33,86751.27,26089.9
107.10187237,-6.38691142,-76.17,22.5,70084.98,27649.67
107.10189403,-6.38688072,-75.94,20.75,80736.38,24592.05
107.10192202,-6.38684208,-75.07,21.75,70926.05,21817.28
107.10195253,-6.3868049,-74.08,21.25,86848.83,26960.96
107.10198746,-6.3867638,-72.68,22.75,73986.52,23442.8
107.10203666,-6.38671367,-71.4,23.75,57335.02,24455.54
107.10208374,-6.38666698,-71.46,24.0,82059.98,27064.02
107.10212964,-6.38662224,-68.22,25.5,99132.98,25472.38
107.10217738,-6.38657397,-67.56,25.25,79661.2,27255.14
107.10222669,-6.38652485,-67.92,25.25,22536.79,24831.86
107.10226765,-6.38648217,-68.34,26.0,119164.02,22904.37
107.10231321,-6.38643792,-68.47,25.5,65016.11,26725.61
107.10235705,-6.38639539,-70.26,24.33,106254.55,21725.23
107.1023895,-6.38635868,-69.12,24.5,96266.75,22088.0
107.10242016,-6.38632434,-70.27,24.5,114643.56,24716.33
107.10245472,-6.38629258,-71.96,23.75,87977.23,16144.61
107.10248481,-6.38626763,-71.17,23.75,6146.31,24696.06
107.10251554,-6.38624619,-70.36,24.25,4924.28,13415.66
107.10254857,-6.38622493,-70.39,24.5,24035.52,194.88
107.10257407,-6.38620871,-68.94,24.0,58284.57,333.15
107.10258959,-6.38619991,-69.9,20.75,85178.33,494.66
107.10259714,-6.38619338,-71.38,20.75,85484.93,473.21
107.10259872,-6.38619173,-72.21,22.25,36544.19,226.47
107.10259794,-6.38618907,-74.92,19.75,62165.36,381.09
107.10259777,-6.38618849,-76.34,20.0,59437.45,374.73
107.10259777,-6.38618849,-77.73,19.5,45278.14,327.24
107.10259368,-6.38618154,-77.56,20.33,68090.61,540.7
